estimated_loc,complexity_score,timeline_days,team_size_required,domain_category,technical_risk_level,integration_count,seniority_required,regulatory_compliance,testing_coverage_pct,documentation_level,performance_tier,security_criticality,budget_pressure,maintainability_req,project_type,codebase_age_years,existing_test_coverage_pct,dependency_count,last_refactor_years,incident_rate_monthly,code_duplication_pct,technical_debt_score,documentation_quality,language_modernity,team_familiarity,target_team_label,profit_margin_pct
86166,Medium,104,3,Web,High,6,Architect,1,66.1,Minimal,High,Critical,Tight,Medium,1,8,51.0,43,2,1.53,22.3,Medium,Standard,Modern,Low,Human,21.51
249322,High,119,7,Data,High,6,Senior,1,66.2,Standard,Standard,Medium,Tight,Medium,1,21,20.4,213,8,3.22,29.6,Critical,Standard,Modern,Medium,Human,17.11
15533,Low,39,2,Infrastructure,Low,11,Architect,0,30.6,Minimal,Real-time,Medium,Tight,Medium,1,19,35.9,138,5,2.11,31.2,High,Standard,Legacy,Medium,Human,31.16
1376,Low,43,1,Security,High,1,Mid,1,55.0,Minimal,Real-time,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,46.15
178749,High,144,11,Infrastructure,High,4,Senior,1,73.9,Minimal,High,Medium,Moderate,Low,1,16,32.7,111,5,0.35,46.0,Critical,Standard,Modern,High,Human,14.93
1698,Low,31,1,Web,Medium,4,Mid,0,59.5,Standard,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.04
1812,Low,7,1,Web,High,7,Junior,0,52.7,Standard,High,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,60.1
2624,Low,25,1,Security,Medium,1,Senior,1,53.9,Standard,High,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,44.08
12242,Low,43,2,Security,High,9,Senior,0,20.6,Standard,Standard,High,Moderate,Medium,1,11,67.2,66,1,0.86,29.1,Medium,Standard,Dated,Medium,Human,35.24
488437,High,159,7,Mobile,High,11,Mid,0,67.7,Minimal,Standard,Critical,Flexible,High,1,19,36.5,40,9,4.1,26.7,High,Minimal,Dated,Low,Human,19.43
157171,High,167,12,Mobile,High,11,Junior,0,60.9,Comprehensive,Real-time,Medium,Moderate,Low,1,15,34.7,35,4,11.31,33.7,High,Standard,Dated,Medium,Human,25.61
196693,High,131,10,Security,High,14,Mid,1,60.0,Comprehensive,Standard,Low,Tight,Medium,1,6,47.6,53,1,1.33,16.6,Low,Poor,Modern,High,Human,26.96
54452,High,160,4,Security,High,9,Junior,1,97.6,Comprehensive,High,Critical,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.49
102940,High,112,8,Infrastructure,Low,4,Senior,0,68.3,Comprehensive,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,28.73
11766,Medium,92,4,Data,Medium,7,Senior,0,39.5,Comprehensive,Standard,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,42.38
22757,Low,21,4,Web,Medium,5,Senior,1,59.8,Minimal,Standard,Medium,Flexible,High,1,13,16.1,64,3,20.0,35.3,High,Minimal,Legacy,Medium,Hybrid,22.56
16722,Medium,105,7,Data,Medium,3,Mid,0,44.2,Standard,Real-time,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.16
140311,High,165,5,Web,Low,4,Mid,0,74.3,Comprehensive,Standard,Medium,Flexible,Medium,1,11,81.8,83,2,0.59,7.4,Low,Standard,Modern,Medium,Hybrid,31.08
21540,Medium,69,4,Security,Low,3,Senior,1,47.8,Comprehensive,High,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.33
20178,High,135,7,Data,Medium,4,Mid,0,74.8,Standard,Standard,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.16
500000,High,165,10,Mobile,High,13,Junior,0,40.4,Standard,High,Critical,Flexible,High,1,13,44.9,182,4,3.55,37.7,High,Minimal,Modern,High,Human,23.36
45519,Low,28,1,Security,High,7,Senior,0,59.7,Comprehensive,High,High,Tight,Low,1,9,68.4,55,4,12.79,10.3,Medium,Minimal,Modern,High,Human,33.86
179786,High,122,9,Infrastructure,High,10,Mid,1,40.7,Minimal,High,High,Tight,High,1,17,30.4,70,3,4.45,40.2,Critical,Poor,Dated,High,Human,19.95
16984,Low,17,1,Security,Medium,4,Senior,1,25.2,Minimal,Standard,High,Tight,Low,1,13,44.9,95,2,0.08,18.7,Medium,Minimal,Legacy,Low,Hybrid,37.39
9287,Medium,91,4,Infrastructure,High,7,Mid,0,71.8,Standard,High,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,45.83
330737,High,162,6,Data,Medium,7,Mid,1,54.7,Standard,Real-time,High,Flexible,Medium,1,8,61.5,93,8,0.12,32.1,Medium,Standard,Modern,Unfamiliar,Hybrid,19.32
14032,Medium,65,4,Data,Low,0,Mid,0,46.1,Minimal,High,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.54
19452,Medium,82,5,Data,High,6,Senior,0,89.2,Standard,Real-time,High,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.18
1268,Low,41,1,Web,Medium,1,Mid,0,65.5,Minimal,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,50.8
8939,Medium,112,3,Web,Medium,8,Senior,0,83.5,Comprehensive,Standard,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,39.42
37395,High,104,8,Infrastructure,High,6,Mid,1,90.7,Standard,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,26.86
161130,High,185,11,Infrastructure,Critical,19,Senior,1,24.8,Minimal,High,Medium,Moderate,High,1,1,82.3,39,1,6.73,8.0,Low,Good,Current,High,Human,20.21
148098,High,138,5,Web,Critical,10,Junior,1,68.0,Standard,High,Medium,Tight,Medium,1,15,34.1,55,4,7.28,53.5,Critical,Poor,Dated,Medium,Human,22.8
285484,High,157,8,Mobile,High,11,Mid,1,66.6,Minimal,High,High,Flexible,Low,1,14,70.5,387,4,7.06,19.6,High,Good,Dated,High,Human,21.0
14696,Low,42,6,Web,High,11,Mid,0,40.3,Minimal,Standard,High,Moderate,Medium,1,12,74.2,32,0,0.68,1.3,Low,Standard,Modern,Medium,Human,45.65
168303,High,209,7,Mobile,Critical,14,Senior,0,68.7,Comprehensive,High,High,Moderate,Low,1,5,55.7,93,5,6.55,18.9,Medium,Poor,Dated,Medium,Human,11.01
2753,Low,25,3,Infrastructure,High,4,Mid,0,31.9,Standard,High,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,51.03
5960,Medium,97,4,Web,High,5,Senior,0,81.3,Comprehensive,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,33.24
7387,Medium,72,7,Security,High,3,Mid,1,67.0,Minimal,Standard,Low,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,46.77
16235,Low,33,4,Web,High,11,Senior,0,44.7,Minimal,High,High,Tight,Medium,1,15,50.8,121,4,4.88,22.1,Medium,Standard,Dated,High,Human,37.56
62414,Medium,130,7,Security,High,10,Senior,1,31.1,Standard,Real-time,High,Moderate,Medium,1,9,50.9,50,2,4.96,34.9,High,Minimal,Modern,Low,Hybrid,14.55
123777,High,162,10,Mobile,High,10,Senior,0,63.7,Minimal,High,Medium,Moderate,Low,1,20,34.7,94,5,3.03,49.4,Critical,Poor,Modern,High,Human,14.82
20031,Medium,81,4,Mobile,Low,2,Senior,0,71.4,Minimal,Real-time,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,40.92
83545,Medium,134,9,Web,High,10,Senior,0,69.9,Minimal,Real-time,High,Tight,High,1,17,21.7,63,5,0.03,27.7,High,Poor,Dated,High,Human,20.62
52691,Medium,76,1,Data,Low,0,Mid,0,76.4,Minimal,High,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,44.25
58233,Medium,115,6,Security,High,13,Architect,1,36.2,Minimal,Standard,Medium,Moderate,Medium,1,14,48.0,88,3,6.66,42.1,High,Poor,Current,Low,Hybrid,15.33
208774,High,172,10,Infrastructure,High,9,Senior,1,81.6,Standard,Real-time,Medium,Moderate,High,1,18,37.5,236,9,2.07,40.9,Critical,Poor,Current,High,Human,8.0
12369,Medium,96,2,Data,Medium,1,Mid,1,79.6,Standard,High,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,40.57
24082,Medium,104,4,Data,Critical,11,Senior,1,88.0,Minimal,High,Low,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.69
43670,High,154,8,Web,Medium,2,Senior,0,81.1,Minimal,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.68
982,Low,16,1,Infrastructure,High,6,Junior,0,62.9,Comprehensive,Real-time,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,57.29
16811,Medium,98,4,Infrastructure,High,8,Architect,1,35.7,Standard,Real-time,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,26.75
147756,Medium,84,8,Security,Medium,8,Senior,0,66.2,Standard,Real-time,Critical,Moderate,Medium,1,5,61.6,47,2,0.12,16.6,Low,Standard,Modern,Medium,Human,26.77
59437,Medium,131,1,Mobile,Critical,8,Senior,0,57.0,Minimal,High,High,Tight,High,1,10,36.8,109,6,2.75,31.2,High,Poor,Modern,Low,Human,23.86
15847,Low,31,1,Web,High,11,Architect,1,21.5,Minimal,High,Critical,Tight,High,1,14,62.8,17,3,1.7,40.1,High,Poor,Modern,Low,Human,19.85
1479,Low,8,1,Data,Medium,3,Mid,0,52.4,Minimal,Real-time,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,56.3
20198,Medium,137,4,Security,High,5,Senior,1,47.9,Comprehensive,Standard,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,37.75
37339,Low,45,5,Security,High,7,Mid,1,54.3,Comprehensive,High,Critical,Flexible,Medium,1,11,48.1,27,3,0.98,12.0,Medium,Minimal,Modern,High,Human,32.62
45017,Medium,97,7,Data,High,8,Senior,1,27.7,Standard,Real-time,High,Flexible,High,1,20,36.9,149,7,20.0,50.4,Critical,Standard,Legacy,High,Human,8.74
132992,High,168,11,Infrastructure,Medium,3,Senior,0,50.3,Standard,High,High,Tight,High,1,15,26.0,135,5,5.85,34.9,High,Minimal,Modern,Medium,Human,15.08
305856,High,193,10,Security,High,9,Mid,0,34.4,Minimal,High,Low,Moderate,Low,1,4,85.0,69,0,1.78,12.6,Low,Good,Modern,Medium,Hybrid,35.62
129949,High,167,9,Security,Critical,15,Junior,0,42.4,Comprehensive,Real-time,Low,Tight,Medium,1,8,57.2,61,2,6.25,24.4,Medium,Poor,Dated,Medium,Human,29.16
19859,Medium,75,4,Web,Low,6,Senior,1,85.7,Standard,High,Medium,Flexible,High,1,14,44.4,126,6,0.38,39.1,Critical,Good,Modern,Medium,Human,19.92
59667,Medium,83,7,Data,Medium,7,Senior,0,49.4,Minimal,High,Medium,Tight,Medium,1,13,52.2,50,1,10.41,20.9,Medium,Minimal,Legacy,Medium,Human,29.27
2493,Low,21,3,Web,High,3,Senior,0,69.4,Comprehensive,High,Critical,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,33.34
7366,Medium,96,8,Web,Low,8,Mid,0,62.3,Standard,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,47.06
37554,High,126,7,Mobile,High,5,Senior,1,78.4,Minimal,Real-time,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,20.28
2050,Low,12,1,Web,High,4,Architect,0,30.2,Comprehensive,High,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,35.82
36581,Medium,109,6,Security,High,7,Senior,0,78.8,Comprehensive,Real-time,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,31.31
14828,Medium,95,4,Mobile,High,4,Senior,1,66.9,Standard,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.86
1459,Low,54,2,Data,Medium,4,Mid,0,53.1,Comprehensive,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,50.53
1427,Low,24,2,Web,Low,1,Senior,1,49.0,Comprehensive,High,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,43.08
104109,Medium,108,5,Security,High,13,Senior,0,48.8,Minimal,Standard,High,Moderate,Low,1,23,32.5,190,6,8.38,37.1,Critical,Minimal,Legacy,Medium,Human,21.38
8696,Low,51,6,Data,Critical,10,Architect,0,79.7,Comprehensive,Standard,High,Moderate,High,1,10,62.2,98,4,0.06,16.7,Medium,Standard,Current,Medium,Human,23.3
83292,Medium,95,6,Security,Critical,12,Architect,1,61.0,Minimal,Real-time,Medium,Flexible,High,1,8,29.6,367,9,1.09,42.4,Critical,Minimal,Current,High,Human,7.45
21603,Medium,82,6,Security,High,11,Junior,1,26.8,Minimal,High,High,Tight,Medium,1,18,27.2,60,1,5.71,25.7,Medium,Standard,Dated,Medium,Human,35.43
3432,Low,7,2,Infrastructure,High,8,Junior,0,51.5,Minimal,Standard,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,54.66
2835,Low,32,2,Data,Low,3,Junior,1,49.6,Standard,Real-time,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,54.29
75268,Medium,102,5,Data,Medium,5,Senior,1,27.2,Comprehensive,Standard,Low,Tight,Medium,1,16,45.4,150,3,11.25,46.0,High,Poor,Current,Low,Human,25.91
500000,High,210,8,Security,High,8,Senior,1,45.0,Minimal,High,Medium,Tight,High,1,9,34.2,67,0,3.13,21.8,Medium,Minimal,Modern,Low,Human,17.97
214117,High,134,7,Infrastructure,Low,1,Mid,0,76.1,Minimal,Real-time,High,Moderate,High,1,22,33.8,119,5,4.9,44.7,Critical,Standard,Dated,High,Human,21.96
3093,Low,52,1,Infrastructure,Medium,2,Senior,1,56.8,Comprehensive,High,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,37.22
5114,Medium,57,5,Mobile,High,7,Mid,0,98.0,Comprehensive,High,Medium,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.9
25970,Medium,84,8,Data,Medium,2,Architect,0,61.3,Minimal,High,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,31.03
500000,High,226,5,Web,High,9,Senior,0,32.6,Standard,High,Medium,Flexible,Medium,1,5,57.2,29,1,7.98,0.0,Low,Minimal,Modern,Medium,Hybrid,22.64
80792,Medium,124,8,Data,Medium,6,Senior,0,34.3,Standard,High,High,Tight,High,1,15,38.6,162,5,4.35,45.0,High,Minimal,Modern,Medium,Hybrid,24.82
21836,Low,38,5,Infrastructure,High,10,Mid,1,33.7,Comprehensive,Standard,Low,Moderate,Medium,1,11,28.4,241,3,7.45,35.3,High,Minimal,Modern,High,Human,36.44
4092,Medium,81,5,Data,High,9,Junior,0,50.3,Minimal,High,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,50.87
18463,Medium,113,3,Web,High,12,Mid,0,82.9,Minimal,High,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,47.8
16557,Low,29,1,Security,High,7,Mid,1,43.2,Minimal,Standard,High,Flexible,High,1,13,49.4,69,8,1.18,36.1,High,Poor,Dated,Medium,Human,33.17
11446,Medium,85,5,Infrastructure,Low,3,Junior,0,45.5,Standard,High,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,50.03
45478,High,146,7,Web,Low,3,Senior,0,77.0,Standard,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,35.84
9542,Medium,113,5,Infrastructure,Medium,7,Architect,0,77.7,Minimal,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,25.99
190929,High,180,9,Infrastructure,Critical,11,Mid,1,47.8,Comprehensive,High,Critical,Flexible,High,1,8,85.0,26,6,0.87,12.3,Low,Minimal,Dated,Medium,Human,17.68
68443,High,136,9,Infrastructure,Low,2,Senior,1,62.6,Comprehensive,Standard,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,31.58
102851,High,132,8,Mobile,High,6,Architect,1,76.7,Standard,Real-time,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,16.61
150758,High,168,4,Security,Low,1,Senior,1,57.2,Comprehensive,High,High,Moderate,Medium,1,6,58.7,33,3,3.11,29.9,Medium,Good,Dated,High,AI,21.73
293112,High,157,7,Security,Critical,12,Architect,0,46.6,Standard,High,Medium,Flexible,High,1,16,38.4,56,6,2.21,45.5,Critical,Standard,Current,Unfamiliar,Human,2.0
7860,Medium,67,5,Security,Medium,3,Senior,0,40.3,Minimal,Standard,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.97
27213,High,156,8,Mobile,Low,1,Architect,0,84.0,Standard,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,28.83
3435,Low,19,1,Web,Medium,4,Mid,1,63.9,Standard,Real-time,Low,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,43.35
112406,High,148,8,Web,Medium,13,Senior,0,72.2,Standard,Real-time,High,Flexible,High,1,21,16.0,67,7,6.4,50.5,Critical,Minimal,Modern,Medium,Human,8.86
144854,High,190,8,Infrastructure,Low,1,Senior,1,34.6,Standard,Standard,High,Moderate,Medium,1,16,46.4,108,10,15.67,45.0,Critical,Standard,Dated,Low,Human,9.14
124526,High,170,9,Security,High,5,Senior,1,86.0,Standard,Standard,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,21.97
246618,High,152,7,Data,Medium,8,Senior,0,54.3,Minimal,Standard,Medium,Flexible,High,1,10,37.6,137,5,4.06,20.9,High,Minimal,Current,Medium,Human,17.83
5466,Medium,62,4,Data,Medium,4,Mid,0,68.1,Minimal,Standard,Low,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,55.04
27174,Medium,108,6,Mobile,Critical,7,Mid,1,44.4,Minimal,High,High,Tight,Medium,1,16,38.0,254,9,20.0,42.1,Critical,Poor,Dated,High,Human,19.86
178486,High,160,9,Infrastructure,Critical,17,Senior,0,66.8,Minimal,Standard,High,Moderate,High,1,12,30.6,73,11,1.12,39.8,High,Minimal,Current,Low,Human,16.5
118433,High,160,7,Security,High,13,Mid,1,49.6,Standard,Real-time,Critical,Tight,Medium,1,7,85.0,76,0,0.71,0.0,Low,Standard,Legacy,Medium,Human,24.89
14599,Medium,86,4,Web,Medium,1,Senior,0,65.5,Standard,Standard,Critical,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.74
4982,Low,29,3,Mobile,High,5,Senior,1,79.3,Standard,Standard,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,39.82
48796,High,133,6,Web,Critical,8,Junior,0,90.0,Minimal,Standard,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,44.87
26608,High,113,6,Infrastructure,Low,2,Mid,0,67.3,Standard,Standard,Critical,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,43.89
11612,Medium,77,5,Data,High,5,Mid,1,79.9,Standard,Real-time,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.62
50441,Medium,111,7,Web,Critical,7,Senior,0,82.8,Minimal,Standard,High,Flexible,High,1,11,85.0,168,0,3.03,17.4,Low,Poor,Legacy,Medium,Human,24.49
2662,Low,25,2,Infrastructure,Low,2,Senior,0,57.2,Standard,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,51.38
339141,High,120,10,Security,High,10,Senior,1,43.0,Standard,High,Medium,Tight,Medium,1,4,57.7,133,3,5.08,20.0,Medium,Minimal,Modern,Unfamiliar,Human,16.6
43308,Medium,71,3,Mobile,High,7,Architect,1,66.2,Minimal,Standard,High,Tight,Medium,1,20,17.1,125,4,18.02,42.7,High,Minimal,Modern,Medium,Human,14.0
1731,Low,11,3,Security,Medium,3,Senior,0,52.2,Standard,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.73
10564,Low,46,4,Infrastructure,High,9,Mid,0,44.8,Standard,High,High,Tight,Medium,1,11,80.1,54,4,4.8,16.4,Low,Standard,Dated,Unfamiliar,Human,42.62
9200,Medium,49,3,Web,High,2,Mid,1,62.4,Standard,High,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,41.42
13910,Low,31,1,Data,Medium,4,Junior,1,45.1,Comprehensive,Standard,Medium,Tight,Medium,1,19,14.6,149,6,5.83,30.5,High,Poor,Dated,Unfamiliar,Human,41.71
183678,High,163,4,Security,High,8,Senior,1,55.9,Standard,Real-time,High,Flexible,High,1,15,47.8,121,5,4.52,27.9,High,Minimal,Modern,Low,Human,6.69
7130,Medium,81,6,Web,Low,2,Junior,0,56.9,Comprehensive,High,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,46.33
14506,Medium,62,6,Web,High,4,Senior,0,50.2,Standard,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.07
114207,Medium,96,4,Web,High,4,Mid,1,44.1,Standard,Real-time,Medium,Tight,High,1,6,85.0,24,4,2.78,10.6,Low,Standard,Modern,Medium,Human,35.86
14387,Low,70,4,Web,High,9,Senior,0,6.5,Comprehensive,High,High,Flexible,High,1,19,23.9,190,10,4.72,50.9,Critical,Standard,Dated,Medium,Human,21.54
9629,Medium,63,3,Mobile,Medium,0,Mid,0,63.2,Standard,Standard,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.81
124769,High,158,9,Web,High,12,Mid,1,46.2,Minimal,Standard,High,Moderate,Medium,1,19,68.4,145,9,5.33,46.6,Critical,Minimal,Current,Low,Human,15.93
7204,Medium,68,6,Web,Low,3,Senior,0,58.0,Comprehensive,Standard,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.24
90416,High,143,8,Web,Medium,10,Senior,1,50.8,Standard,High,Critical,Tight,Medium,1,8,62.9,69,1,0.37,17.3,Medium,Minimal,Dated,Low,Human,14.53
74339,High,154,8,Security,Low,0,Junior,0,69.3,Comprehensive,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,45.89
8500,Low,14,4,Security,High,4,Senior,1,45.5,Standard,Standard,High,Flexible,High,1,17,50.3,71,9,0.47,52.6,Critical,Minimal,Dated,Medium,Human,21.81
22188,Low,87,3,Mobile,High,16,Mid,0,34.1,Standard,Standard,High,Tight,Low,1,10,33.4,212,2,3.73,29.7,High,Minimal,Current,Unfamiliar,Human,39.84
5562,Medium,102,4,Data,Medium,4,Mid,1,62.0,Minimal,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,41.64
47146,High,166,5,Data,Low,3,Junior,0,86.2,Minimal,Real-time,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.79
2693,Low,43,4,Mobile,Critical,16,Senior,1,43.0,Standard,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,37.68
28746,Medium,104,6,Data,High,13,Senior,1,24.2,Minimal,Standard,High,Flexible,High,1,17,49.5,83,2,3.61,31.5,High,Good,Modern,High,Human,25.34
7634,Medium,93,4,Data,Medium,2,Mid,1,78.5,Comprehensive,Standard,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.54
35811,Medium,111,4,Web,Low,1,Junior,0,58.8,Comprehensive,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.8
6766,Medium,113,9,Mobile,Medium,4,Senior,1,49.6,Standard,Standard,Low,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.81
35122,High,135,7,Web,Low,0,Mid,0,60.0,Standard,Standard,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.47
106204,Medium,104,8,Security,Low,3,Senior,1,30.5,Comprehensive,Real-time,High,Moderate,Medium,1,5,52.4,66,2,0.23,12.5,Low,Minimal,Legacy,High,Human,27.53
174169,High,154,8,Web,High,10,Mid,0,59.2,Standard,Standard,High,Tight,Medium,1,6,24.1,105,4,8.68,25.4,High,Poor,Current,High,Human,27.77
178288,High,168,10,Data,Medium,10,Mid,0,50.7,Comprehensive,High,High,Moderate,Medium,1,19,27.2,81,8,4.97,38.8,Critical,Minimal,Legacy,Medium,Human,13.85
63791,High,139,8,Data,Critical,18,Senior,0,58.3,Minimal,High,Critical,Flexible,Medium,1,22,7.4,97,9,19.48,46.7,Critical,Poor,Dated,Medium,Human,2.32
4693,Low,52,2,Web,Low,3,Senior,0,67.1,Comprehensive,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,47.26
30841,Medium,80,6,Web,High,14,Mid,0,47.5,Minimal,High,High,Flexible,Medium,1,11,43.9,76,5,4.62,20.9,Medium,Minimal,Dated,Low,Human,28.8
82792,Medium,88,8,Web,High,11,Mid,0,41.6,Comprehensive,Real-time,High,Moderate,Medium,1,7,70.0,30,0,2.08,1.9,Low,Good,Dated,High,Human,35.11
155117,Medium,82,4,Web,Critical,15,Senior,1,62.3,Standard,High,Medium,Tight,Medium,1,14,29.1,90,8,14.81,53.0,Critical,Poor,Modern,Medium,Human,13.48
13156,Medium,140,6,Data,Medium,4,Mid,1,56.8,Standard,High,Critical,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,35.3
32731,Low,64,1,Data,High,14,Senior,0,45.5,Standard,High,High,Moderate,Medium,1,16,24.1,199,6,7.68,53.2,High,Minimal,Legacy,Medium,Human,24.34
39721,Medium,87,6,Mobile,Medium,8,Senior,0,19.8,Standard,Real-time,Critical,Flexible,High,1,3,79.0,89,1,4.46,16.4,Low,Standard,Modern,Medium,Human,23.84
24748,High,170,7,Security,High,10,Junior,1,98.0,Standard,High,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,35.2
